1:69511:69511	NM_001005484
7:131195712:131195712	NM_005397
7:131195917:131195917	NM_005397
7:131195959:131195959	NM_005397
7:131815310:131815310	NM_020911
7:131864591:131864591	NM_020911
7:132070054:132070054	NM_001105543
7:132192295:132192295	NM_020911
7:132192949:132192949	NM_020911
7:133868507:133868507	NM_144648
7:134215403:134215403	NM_020299
7:134221826:134221826	NM_020299
7:134225827:134225827	NM_020299
7:134264286:134264286	NM_001080538
7:134849213:134849213	NM_018295
7:134849280:134849280	NM_018295
7:134849577:134849577	NM_018295
7:134871775:134871775	NM_014149
7:134879830:134879830	NM_014149
7:134889141:134889141	NM_014149
7:134925411:134925411	NM_182489
7:135095270:135095270	NM_001190847
7:135279315:135279315	NM_015135
7:135304273:135304273	NM_015135
7:135392876:135392876	NM_012450
7:135406176:135406176	NM_012450
7:135614740:135614740	NM_145808
7:137128830:137128830	NM_004717
7:137600690:137600690	NM_194071
7:138305806:138305806	NM_001139456
7:138312122:138312122	NM_001139456
7:138363767:138363767	NM_001139456
7:138455988:138455988	NM_020632
7:138455988:138455988	NM_130840
7:138732457:138732457	NM_020119
7:138740037:138740037	NM_020119
7:139138871:139138871	NM_198508
7:139138950:139138950	NM_198508
7:139653196:139653196	NM_001130966
7:140051091:140051091	NM_032295
7:140080087:140080087	NM_032295
7:141364712:141364712	NM_001080392
7:141420768:141420768	NM_001105558
7:141464765:141464765	NM_016943
7:141478308:141478308	NM_016944
7:141478574:141478574	NM_016944
7:141490238:141490238	NM_018980
7:141537735:141537735	NM_001008270
7:141537735:141537735	NM_001171951
7:141672604:141672604	NM_176817
7:141673345:141673345	NM_176817
7:141955128:141955128	NM_001001317
7:142458409:142458409	NM_002769
7:142458412:142458412	NM_002769
7:142458414:142458414	NM_002769
7:142458437:142458437	NM_002769
7:142458451:142458451	NM_002769
7:142458511:142458511	NM_002769
7:142459679:142459679	NM_002769
7:142460313:142460313	NM_002769
7:142460335:142460335	NM_002769
7:142460369:142460369	NM_002769
7:142460394:142460394	NM_002769
7:142460412:142460412	NM_002769
7:142460415:142460415	NM_002769
7:142460865:142460865	NM_002769
7:142836203:142836203	NM_002652
7:143017807:143017807	NM_000083
7:143043240:143043240	NM_000083
7:143086010:143086010	NM_001010972
7:143086010:143086010	NM_003461
7:143088823:143088823	NM_005232
7:143088867:143088867	NM_005232
7:143093538:143093538	NM_005232
7:143097100:143097100	NM_005232
7:143141475:143141475	NM_177437
7:143175345:143175345	NM_176883
7:143453661:143453661	NM_178561
7:143556202:143556202	NM_001206938
7:143556202:143556202	NM_001206941
7:143556202:143556202	NM_014719
7:143701884:143701884	NM_001005281
7:143771408:143771408	NM_001004488
7:143771937:143771937	NM_001004488
7:143807515:143807515	NM_001005480
7:143807518:143807518	NM_001005480
7:143826603:143826603	NM_001001659
7:143882559:143882559	NM_198495
7:143882673:143882673	NM_198495
7:143882864:143882864	NM_198495
7:143884103:143884103	NM_001003702
7:144015434:144015434	NM_001005287
7:144015437:144015437	NM_001005287
7:144015658:144015658	NM_001005287
7:144015687:144015687	NM_001005287
7:144015720:144015720	NM_001005287
7:144095600:144095600	NM_001080413
7:144098992:144098992	NM_001080413
7:148106490:148106490	NM_014141
7:148801091:148801091	NM_001001661
7:148801658:148801658	NM_001001661
7:148921732:148921732	NM_003575
7:148936878:148936878	NM_012256
7:148979323:148979323	NM_001195220
7:149152770:149152770	NM_015694
7:149152906:149152906	NM_015694
7:149543269:149543269	NM_001099220
7:149559273:149559273	NM_001099220
7:149571219:149571219	NM_001100592
7:150093701:150093701	NM_173680
7:150094853:150094853	NM_173680
7:150217248:150217248	NM_153236
7:150269542:150269542	NM_018326
7:150389593:150389593	NM_015660
7:150439500:150439500	NM_018384
7:150498809:150498809	NM_018487
7:150500520:150500520	NM_018487
7:150500729:150500729	NM_018487
7:150501516:150501516	NM_018487
7:150556002:150556002	NM_001091
7:150556055:150556055	NM_001091
7:150556056:150556056	NM_001091
7:150695726:150695726	NM_000603
7:150696111:150696111	NM_000603
7:150704250:150704250	NM_000603
7:150761314:150761314	NM_003040
7:150761680:150761680	NM_003040
7:150912750:150912750	NM_005692
7:150912786:150912786	NM_005692
7:150921950:150921950	NM_005692
7:151680072:151680072	NM_145292
7:151684256:151684256	NM_145292
7:151927021:151927021	NM_170606
7:151927025:151927025	NM_170606
7:151927026:151927026	NM_170606
7:151932908:151932908	NM_170606
7:151932945:151932945	NM_170606
7:151932965:151932965	NM_170606
7:151935831:151935831	NM_170606
7:151935853:151935853	NM_170606
7:151945007:151945007	NM_170606
7:151945101:151945101	NM_170606
7:151945140:151945140	NM_170606
7:151945167:151945167	NM_170606
7:151945204:151945204	NM_170606
7:151962176:151962176	NM_170606
7:151970856:151970856	NM_170606
7:151970931:151970931	NM_170606
7:154760369:154760369	NM_007349
7:155251433:155251433	NM_001427
7:155255332:155255332	NM_001427
7:155503920:155503920	NM_053043
7:155530954:155530954	NM_053043
7:155531080:155531080	NM_053043
7:155534653:155534653	NM_053043
7:156469133:156469133	NM_030936
7:156469179:156469179	NM_030936
7:156469190:156469190	NM_030936
7:156761818:156761818	NM_138400
7:156762224:156762224	NM_138400
7:156762248:156762248	NM_138400
7:156974354:156974354	NM_014671
7:157000176:157000176	NM_014671
7:157414064:157414064	NM_130843
7:157903538:157903538	NM_130842
7:157931119:157931119	NM_130843
7:157931144:157931144	NM_130843
7:157959636:157959636	NM_130843
7:157959879:157959879	NM_130843
7:157959895:157959895	NM_130843
7:157959911:157959911	NM_130843
7:158672476:158672476	NM_018051
7:158715219:158715219	NM_018051
7:158827326:158827326	NM_003382
7:158851234:158851234	NM_003382
7:158896517:158896517	NM_003382
8:363192:363192	NM_183421
8:381344:381344	NM_183421
8:1514009:1514009	NM_001277161
8:1514009:1514009	NM_004745
8:1616640:1616640	NM_001277161
8:1616640:1616640	NM_004745
8:2040337:2040337	NM_003970
8:2048811:2048811	NM_003970
8:2054171:2054171	NM_003970
8:6272399:6272399	NM_024596
8:6296550:6296550	NM_024596
8:6478986:6478986	NM_024596
8:6479042:6479042	NM_024596
8:6479178:6479178	NM_024596
8:6500544:6500544	NM_024596
8:6794399:6794399	NM_001925
8:6794400:6794400	NM_001925
8:7215694:7215694	NM_001164457
8:7217172:7217172	NM_001164457
8:7217795:7217795	NM_001164457
8:7217837:7217837	NM_001164457
8:7218632:7218632	NM_001164457
8:7218752:7218752	NM_001164457
8:7308386:7308386	NM_058200
8:7320265:7320265	NM_058200
8:7718187:7718187	NM_001081552
8:7807627:7807627	NM_001193630
8:8176730:8176730	NM_001080826
8:8235510:8235510	NM_001080826
8:8560151:8560151	NM_194284
8:8747894:8747894	NM_004225
8:8750467:8750467	NM_004225
8:8860620:8860620	NM_153332
8:8869199:8869199	NM_153332
8:9564437:9564437	NM_003747
8:9577940:9577940	NM_003747
8:10383226:10383226	NM_001197020
8:10390452:10390452	NM_001197020
8:10396054:10396054	NM_198464
8:10465771:10465771	NM_178857
8:10466482:10466482	NM_178857
8:10467625:10467625	NM_178857
8:10467626:10467626	NM_178857
8:10467628:10467628	NM_178857
8:10467629:10467629	NM_178857
8:10467637:10467637	NM_178857
8:10467652:10467652	NM_178857
8:10467653:10467653	NM_178857
8:10468172:10468172	NM_178857
8:10469233:10469233	NM_178857
8:10469817:10469817	NM_178857
8:10470573:10470573	NM_178857
8:10530218:10530218	NM_001040032
8:10689212:10689212	NM_017884
8:11189488:11189488	NM_054028
8:11189591:11189591	NM_054028
8:11301601:11301601	NM_053279
8:11406593:11406593	NM_001715
8:11414237:11414237	NM_001715
8:11614575:11614575	NM_002052
8:11640784:11640784	NM_145043
8:11666337:11666337	NM_004462
8:11683653:11683653	NM_004462
8:11687923:11687923	NM_004462
8:11703241:11703241	NM_147781
8:11706581:11706581	NM_147781
8:11970652:11970652	NM_001039615
8:12041190:12041190	NM_001083537
8:12041211:12041211	NM_001083537
8:12043032:12043032	NM_001083537
8:12043877:12043877	NM_001083537
8:12044217:12044217	NM_001083537
8:12049320:12049320	NM_001083537
8:12283473:12283473	NM_001137610
8:12286158:12286158	NM_001137610
8:12286307:12286307	NM_001137610
8:12287940:12287940	NM_001137610
8:12287957:12287957	NM_001137610
8:12291593:12291593	NM_001137610
8:12600720:12600720	NM_152271
8:12878843:12878843	NM_001099677
8:12878843:12878843	NM_020844
8:12879062:12879062	NM_001099677
8:12879062:12879062	NM_020844
8:12879099:12879099	NM_001099677
8:12879099:12879099	NM_020844
8:12879334:12879334	NM_001099677
8:12879334:12879334	NM_020844
8:12950315:12950315	NM_182643
8:12952293:12952293	NM_182643
8:12957475:12957475	NM_182643
8:13356802:13356802	NM_182643
8:13356818:13356818	NM_182643
8:13356819:13356819	NM_182643
8:13424583:13424583	NM_001007090
8:13425353:13425353	NM_001007090
8:17198953:17198953	NM_004686
8:17218629:17218629	NM_004686
8:17230644:17230644	NM_004686
8:17270787:17270787	NM_004686
8:17513414:17513414	NM_001001924
8:17541999:17541999	NM_001001924
8:17612456:17612456	NM_001001924
8:17612875:17612875	NM_001001924
8:17739538:17739538	NM_147203
8:17743020:17743020	NM_147203
8:17796382:17796382	NM_006197
8:17796383:17796383	NM_006197
8:17819572:17819572	NM_006197
8:17927327:17927327	NM_004315
8:18257854:18257854	NM_000015
8:18258316:18258316	NM_000015
8:18729328:18729328	NM_015310
8:19177103:19177103	NM_022071
8:20036713:20036713	NM_001142324
8:20036827:20036827	NM_001142324
8:20038466:20038466	NM_001142324
8:21833965:21833965	NM_015024
8:21846586:21846586	NM_015024
8:21847855:21847855	NM_015024
8:21862551:21862551	NM_015024
8:21955116:21955116	NM_022749
8:21984650:21984650	NM_018411
8:22021517:22021517	NM_001172357
8:22021517:22021517	NM_001172410
8:22021517:22021517	NM_003018
8:22079355:22079355	NM_001099335
8:22084503:22084503	NM_001099335
8:22105502:22105502	NM_001722
8:22145071:22145071	NM_018068
8:22262321:22262321	NM_001135154
8:22428658:22428658	NM_005775
8:22442661:22442661	NM_176871
8:22449181:22449181	NM_176871
8:22526559:22526559	NM_018688
8:22570935:22570935	NM_144962
8:22571018:22571018	NM_144962
8:22584718:22584718	NM_144962
8:22785159:22785159	NM_144962
8:22886020:22886020	NM_003842
8:22974325:22974325	NM_003841
8:22974450:22974450	NM_003841
8:23002090:23002090	NM_003840
8:23049292:23049292	NM_003844
8:23059324:23059324	NM_003844
8:23060256:23060256	NM_003844
8:23167353:23167353	NM_002318
8:23186007:23186007	NM_002318
8:23225559:23225559	NM_002318
8:23225745:23225745	NM_002318
8:23290451:23290451	NM_001128930
8:23290451:23290451	NM_004901
8:23423669:23423669	NM_016612
8:23423758:23423758	NM_016612
8:24211331:24211331	NM_014265
8:24256052:24256052	NM_014479
8:24256470:24256470	NM_014479
8:24261526:24261526	NM_014479
8:25159885:25159885	NM_024940
8:25182969:25182969	NM_024940
8:25203022:25203022	NM_024940
8:25222165:25222165	NM_024940
8:25230168:25230168	NM_024940
8:25234858:25234858	NM_024940
8:25267622:25267622	NM_024940
8:25280800:25280800	NM_000825
8:25323777:25323777	NM_152562
8:25708267:25708267	NM_022659
8:26365716:26365716	NM_007257
8:26481771:26481771	NM_001386
8:26628028:26628028	NM_033303
8:27667969:27667969	NM_001278945
8:27667969:27667969	NM_018492
8:27737198:27737198	NM_173833
8:28384712:28384712	NM_017412
8:29005093:29005093	NM_015254
8:29927300:29927300	NM_016127
8:29927321:29927321	NM_016127
8:29989564:29989564	NM_001100916
8:29996158:29996158	NM_001100916
8:29996256:29996256	NM_001100916
8:30695226:30695226	NM_031271
8:30700598:30700598	NM_031271
8:30701995:30701995	NM_031271
8:30921935:30921935	NM_000553
8:30924557:30924557	NM_000553
8:32453358:32453358	NM_001160001
8:33369944:33369944	NM_001265581
8:33369944:33369944	NM_025115
8:37553649:37553649	NM_025069
8:37728017:37728017	NM_025151
8:37728019:37728019	NM_025151
8:37730368:37730368	NM_001002814
8:37730456:37730456	NM_001002814
8:37823798:37823798	NM_000025
8:37963213:37963213	NM_004674
8:37985897:37985897	NM_004674
8:38005835:38005835	NM_000349
8:38095662:38095662	NM_015214
8:38827186:38827186	NM_021623
8:38835666:38835666	NM_153692
8:39496029:39496029	NM_014237
8:39871135:39871135	NM_194294
8:39872866:39872866	NM_194294
8:39873053:39873053	NM_194294
8:40011079:40011079	NM_020130
8:40438757:40438757	NM_024645
8:41525914:41525914	NM_001142446
8:41547748:41547748	NM_001142446
8:41548003:41548003	NM_001142446
8:41583294:41583294	NM_001142446
8:42044954:42044954	NM_000930
8:42174380:42174380	NM_001556
8:48885436:48885436	NM_005914
8:49987801:49987801	NM_001007176
8:52366200:52366200	NM_144651
8:53537316:53537316	NM_014781
8:53555069:53555069	NM_014781
8:53586706:53586706	NM_014781
8:55542540:55542540	NM_006269
8:56686224:56686224	NM_024831
8:56985814:56985814	NM_001146227
8:57026229:57026229	NM_005372
8:59329438:59329438	NM_001077619
8:59409493:59409493	NM_000780
8:59512334:59512334	NM_003580
8:59739438:59739438	NM_014729
8:61178574:61178574	NM_004056
8:62489334:62489334	NM_004318
8:62550924:62550924	NM_001164750
8:62550924:62550924	NM_001164753
8:62550924:62550924	NM_001164754
8:62550924:62550924	NM_001164755
8:62550924:62550924	NM_004318
8:62550924:62550924	NM_032466
8:62550924:62550924	NM_032468
8:63938764:63938764	NM_003878
8:63951237:63951237	NM_003878
8:63951312:63951312	NM_003878
8:66692011:66692011	NM_001242318
8:67380528:67380528	NM_144650
8:68334782:68334782	NM_020361
8:68864728:68864728	NM_024870
8:68864728:68864728	NM_025170
8:68968166:68968166	NM_024870
8:68968166:68968166	NM_025170
8:68968171:68968171	NM_024870
8:68968171:68968171	NM_025170
8:68993013:68993013	NM_024870
8:68993013:68993013	NM_025170
8:68993014:68993014	NM_024870
8:68993014:68993014	NM_025170
8:69009268:69009268	NM_024870
8:69009268:69009268	NM_025170
8:69020496:69020496	NM_024870
8:69143589:69143589	NM_024870
8:70744812:70744812	NM_030958
8:70964399:70964399	NM_024504
8:70967607:70967607	NM_024504
8:71593425:71593425	NM_001011720
8:72111599:72111599	NM_172060
8:72936145:72936145	NM_007332
8:72966002:72966002	NM_007332
8:72975801:72975801	NM_007332
8:72977703:72977703	NM_007332
8:72981318:72981318	NM_007332
8:72981327:72981327	NM_007332
8:72984041:72984041	NM_007332
8:72987638:72987638	NM_007332
8:73850203:73850203	NM_004770
8:73982161:73982161	NM_153225
8:74917084:74917084	NM_015364
8:75262798:75262798	NM_018972
8:75274141:75274141	NM_001040875
8:75274141:75274141	NM_018972
8:77895865:77895865	NM_000318
8:77895865:77895865	NM_001079867
8:77895865:77895865	NM_001172087
8:79610710:79610710	NM_016010
8:80976814:80976814	NM_005079
8:86351997:86351997	NM_005181
8:86389403:86389403	NM_000067
8:86573858:86573858	NM_172239
8:87060843:87060843	NM_033126
8:87076520:87076520	NM_033126
8:87241847:87241847	NM_138817
8:87588198:87588198	NM_019098
8:87588248:87588248	NM_019098
8:87660100:87660100	NM_019098
8:87666251:87666251	NM_019098
8:87679303:87679303	NM_019098
8:90958422:90958422	NM_002485
8:90967711:90967711	NM_002485
8:90990479:90990479	NM_002485
8:90995019:90995019	NM_002485
8:92083424:92083424	NM_016023
8:92136728:92136728	NM_001129890
8:92364100:92364100	NM_052832
8:94808165:94808165	NM_153704
8:95143186:95143186	NM_004063
8:95158259:95158259	NM_004063
8:95161102:95161102	NM_004063
8:95419698:95419698	NM_012415
8:95541302:95541302	NM_015496
8:95547119:95547119	NM_015496
8:95655596:95655596	NM_001122826
8:95680229:95680229	NM_001122826
8:95690579:95690579	NM_001122826
8:97614661:97614661	NM_002998
8:97847358:97847358	NM_016134
8:98656966:98656966	NM_178812
8:98703317:98703317	NM_178812
8:98787994:98787994	NM_018407
8:98788033:98788033	NM_018407
8:98788261:98788261	NM_018407
8:98943545:98943545	NM_002380
8:98943545:98943545	NM_030583
8:98954012:98954012	NM_002380
8:98954012:98954012	NM_030583
8:98991221:98991221	NM_002380
8:98991221:98991221	NM_030583
8:99006736:99006736	NM_002380
8:99006736:99006736	NM_030583
8:99006748:99006748	NM_002380
8:99006748:99006748	NM_030583
8:99030280:99030280	NM_002380
8:99030280:99030280	NM_030583
8:99101956:99101956	NM_173549
8:99895940:99895940	NM_001256312
8:100844758:100844758	NM_152564
8:101153024:101153024	NM_001029860
8:101225559:101225559	NM_172218
8:101252680:101252680	NM_172218
8:101253184:101253184	NM_172218
8:101608919:101608919	NM_152628
8:103572992:103572992	NM_024410
8:103573001:103573001	NM_024410
8:103573006:103573006	NM_024410
8:103851052:103851052	NM_148174
8:104312341:104312341	NM_003506
8:104312432:104312432	NM_001164616
8:104312432:104312432	NM_003506
8:104337096:104337096	NM_001164616
8:104337096:104337096	NM_003506
8:104343686:104343686	NM_001164616
8:104343686:104343686	NM_003506
8:104394744:104394744	NM_138455
8:105263979:105263979	NM_001100117
8:107754473:107754473	NM_018002
8:107782395:107782395	NM_139166
8:108970367:108970367	NM_178565
8:110301998:110301998	NM_032869
8:110302047:110302047	NM_032869
8:110376861:110376861	NM_177531
8:110412519:110412519	NM_177531
8:110416813:110416813	NM_177531
8:110437384:110437384	NM_177531
8:110448635:110448635	NM_177531
8:110455321:110455321	NM_177531
8:110457011:110457011	NM_177531
8:110460488:110460488	NM_177531
8:110465060:110465060	NM_177531
8:110476993:110476993	NM_177531
8:110477066:110477066	NM_177531
8:110489620:110489620	NM_177531
8:110491840:110491840	NM_177531
8:113241088:113241088	NM_198123
8:113277705:113277705	NM_198123
8:113364696:113364696	NM_198123
8:118819578:118819578	NM_000127
8:118832020:118832020	NM_000127
8:119391791:119391791	NM_207506
8:119391866:119391866	NM_001101676
8:119964052:119964052	NM_002546
8:120429024:120429024	NM_002514
8:120790304:120790304	NM_003184
8:120793296:120793296	NM_003184
8:120803637:120803637	NM_003184
8:120803654:120803654	NM_003184
8:120844782:120844782	NM_003184
8:120847188:120847188	NM_024094
8:120940652:120940652	NM_022783
8:121013770:121013770	NM_022783
8:121061879:121061879	NM_022783
8:121210069:121210069	NM_021110
8:121530190:121530190	NM_022045
8:123964953:123964953	NM_014943
8:123966159:123966159	NM_014943
8:124138855:124138855	NM_145647
8:124138891:124138891	NM_145647
8:124140634:124140634	NM_145647
8:124142489:124142489	NM_145647
8:124664130:124664130	NM_001081675
8:124664792:124664792	NM_001081675
8:124664873:124664873	NM_001081675
8:124664874:124664874	NM_001081675
8:124696867:124696867	NM_001003954
8:125463250:125463250	NM_017956
8:125463544:125463544	NM_017956
8:125989698:125989698	NM_152412
8:128428751:128428751	NM_001159542
8:128428795:128428795	NM_001159542
8:128428823:128428823	NM_001159542
8:131921956:131921956	NM_001115
8:132982824:132982824	NM_015137
8:133053309:133053309	NM_001080399
8:133053318:133053318	NM_001080399
8:133089975:133089975	NM_001145095
8:133101818:133101818	NM_001145095
8:133107830:133107830	NM_001145095
8:133108005:133108005	NM_001145095
8:133111181:133111181	NM_001145095
8:133920518:133920518	NM_003235
8:133931748:133931748	NM_003235
8:133975283:133975283	NM_003235
8:133981746:133981746	NM_003235
8:133981760:133981760	NM_003235
8:134108453:134108453	NM_003235
8:134108546:134108546	NM_003235
8:134125682:134125682	NM_003235
8:134233024:134233024	NM_003882
8:135521970:135521970	NM_001174157
8:135521970:135521970	NM_020863
8:135614705:135614705	NM_001174157
8:135614705:135614705	NM_020863
8:139149406:139149406	NM_015912
8:139164570:139164570	NM_015912
8:139165272:139165272	NM_015912
8:139165289:139165289	NM_015912
8:139642974:139642974	NM_152888
8:139647262:139647262	NM_152888
8:139697478:139697478	NM_152888
8:139701209:139701209	NM_152888
8:139824057:139824057	NM_152888
8:139838912:139838912	NM_152888
8:139838971:139838971	NM_152888
8:140630990:140630990	NM_016601
8:141559358:141559358	NM_012154
8:141566311:141566311	NM_012154
8:141568622:141568622	NM_012154
8:142367335:142367335	NM_005293
8:142367400:142367400	NM_005293
8:143413136:143413136	NM_145003
8:143427178:143427178	NM_145003
8:143603418:143603418	NM_001702
8:143623372:143623372	NM_001702
8:143763490:143763490	NM_005672
8:143763547:143763547	NM_005672
8:143782044:143782044	NM_001160354
8:143782044:143782044	NM_001160355
8:143782044:143782044	NM_017527
8:143808951:143808951	NM_016647
8:143957129:143957129	NM_000497
8:143961005:143961005	NM_000497
8:143994266:143994266	NM_000498
8:143994702:143994702	NM_000498
8:143995743:143995743	NM_000498
8:143995761:143995761	NM_000498
8:144124609:144124609	NM_173687
8:144239859:144239859	NM_001135655
8:144240257:144240257	NM_001135655
8:144332082:144332082	NM_173832
8:144351632:144351632	NM_138465
8:144378184:144378184	NM_030895
8:144378868:144378868	NM_030895
8:144392368:144392368	NM_052963
8:144403487:144403487	NM_052963
8:144511995:144511995	NM_201589
8:144620246:144620246	NM_015117
8:144649601:144649601	NM_001100878
8:144649968:144649968	NM_001100878
8:144654249:144654249	NM_001100878
8:144654255:144654255	NM_001100878
8:144654594:144654594	NM_001100878
8:144654693:144654693	NM_001100878
8:144680530:144680530	NM_032862
8:144681777:144681777	NM_032862
8:144689146:144689146	NM_023078
8:144697041:144697041	NM_003313
8:144732363:144732363	NM_014789
8:144732418:144732418	NM_014789
8:144775871:144775871	NM_001100598
8:144776109:144776109	NM_001100598
8:144789973:144789973	NM_001162914
8:144801303:144801303	NM_139021
8:144801593:144801593	NM_139021
8:144808747:144808747	NM_198488
8:144809268:144809268	NM_198488
8:144809468:144809468	NM_198488
8:144811338:144811338	NM_198488
8:144885580:144885580	NM_015356
8:144886809:144886809	NM_015356
8:144893084:144893084	NM_015356
8:144894496:144894496	NM_015356
8:144944176:144944176	NM_031308
8:144945191:144945191	NM_031308
8:144945792:144945792	NM_031308
8:144991176:144991176	NM_000445
8:144992361:144992361	NM_000445
8:144992862:144992862	NM_000445
8:144993324:144993324	NM_000445
8:144993377:144993377	NM_000445
8:144995494:144995494	NM_000445
8:144996029:144996029	NM_000445
8:144997656:144997656	NM_000445
8:144998169:144998169	NM_000445
8:144998190:144998190	NM_000445
8:144999417:144999417	NM_000445
8:144999684:144999684	NM_000445
8:145001031:145001031	NM_000445
8:145001588:145001588	NM_000445
8:145001784:145001784	NM_000445
8:145007187:145007187	NM_000445
8:145011204:145011204	NM_000445
8:145052174:145052174	NM_032789
8:145057868:145057868	NM_032789
8:145059425:145059425	NM_032789
8:145060112:145060112	NM_032789
8:145066886:145066886	NM_000837
8:145106939:145106940	NM_017570
8:145150832:145150832	NM_001916
8:145160646:145160646	NM_032272
8:145161823:145161823	NM_032272
8:145541766:145541766	NM_012079
8:145542021:145542021	NM_012079
8:145578296:145578296	NM_001252402
8:145578296:145578296	NM_001280561
8:145580028:145580028	NM_012162
8:145603114:145603114	NM_174922
8:145623963:145623963	NM_013291
8:145639726:145639726	NM_130849
8:145641328:145641328	NM_130849
8:145642002:145642002	NM_130849
8:145661320:145661320	NM_013432
8:145661675:145661675	NM_013432
8:145665516:145665516	NM_013432
8:145692385:145692385	NM_145754
8:145693720:145693720	NM_145754
8:145698007:145698007	NM_145754
8:145729727:145729727	NM_005309
8:145738768:145738768	NM_004260
8:145745182:145745182	NM_001272036
8:145745182:145745182	NM_014665
9:117371:117371	NM_207305
9:117506:117506	NM_207305
9:117713:117713	NM_207305
9:154795:154795	NM_018491
9:172167:172167	NM_018491
9:214804:214804	NM_152569
9:214864:214864	NM_152569
9:730054:730054	NM_001256877
9:730054:730054	NM_015158
9:740901:740901	NM_001256877
9:740901:740901	NM_015158
9:742342:742342	NM_001256877
9:742342:742342	NM_015158
9:841971:841971	NM_021951
9:990840:990840	NM_021240
9:1056398:1056398	NM_181872
9:1056732:1056732	NM_181872
9:1056959:1056959	NM_181872
9:2029199:2029199	NM_003070
9:2096706:2096706	NM_003070
9:2717922:2717922	NM_133497
9:4117933:4117933	NM_001042413
9:4118111:4118111	NM_001042413
9:4490760:4490760	NM_004170
9:4663252:4663252	NM_203453
9:5774225:5774225	NM_001206557
9:5774225:5774225	NM_020829
9:6328947:6328947	NM_001001874
9:6610326:6610326	NM_000170
9:6986464:6986464	NM_015061
9:7103816:7103816	NM_015061
9:7174673:7174673	NM_015061
9:7799606:7799606	NM_033428
9:12775889:12775889	NM_203403
9:13112116:13112116	NM_001261406
9:14116327:14116327	NM_001190737
9:14720357:14720357	NM_005454
9:14722477:14722477	NM_005454
9:14722616:14722616	NM_005454
9:15185320:15185320	NM_001168341
9:15188106:15188106	NM_001168341
9:15591372:15591372	NM_173550
9:15784631:15784631	NM_173550
9:18775810:18775810	NM_001040272
9:18776840:18776840	NM_001040272
9:18777196:18777196	NM_001040272
9:18777422:18777422	NM_001040272
9:18950787:18950787	NM_153707
9:18950895:18950895	NM_153707
9:19063108:19063108	NM_001270890
9:19063108:19063108	NM_017645
9:19076673:19076673	NM_001270890
9:19076673:19076673	NM_017645
9:21029330:21029330	NM_001010915
9:21077716:21077716	NM_002176
9:21187311:21187311	NM_021068
9:25677698:25677698	NM_001004125
9:26978170:26978170	NM_025103
9:26978259:26978259	NM_025103
9:27183463:27183463	NM_000459
9:27202870:27202870	NM_000459
9:27205021:27205021	NM_000459
9:27296705:27296705	NM_020641
9:27455135:27455135	NM_024761
9:27524731:27524731	NM_020124
9:27556780:27556780	NM_001256054
9:27556780:27556780	NM_018325
9:27561628:27561628	NM_001256054
9:27561628:27561628	NM_018325
9:32425910:32425910	NM_002197
9:32500832:32500832	NM_014314
9:32542204:32542204	NM_005802
9:33026572:33026572	NM_001539
9:33264540:33264540	NM_004323
9:33386400:33386400	NM_001170
9:33524684:33524684	NM_001244752
9:33566370:33566370	NM_001244752
9:33568687:33568687	NM_001244752
9:33568789:33568789	NM_001244752
9:33794809:33794809	NM_001197097
9:33794812:33794812	NM_001197097
9:33796777:33796777	NM_007343
9:33796785:33796785	NM_007343
9:33796799:33796799	NM_007343
9:33797861:33797861	NM_007343
9:33797881:33797881	NM_007343
9:33797896:33797896	NM_007343
9:33797951:33797951	NM_007343
9:33797962:33797962	NM_007343
9:33798052:33798052	NM_007343
9:33798073:33798073	NM_007343
9:33798075:33798075	NM_007343
9:33798079:33798079	NM_007343
9:33798543:33798543	NM_007343
9:33798574:33798574	NM_007343
9:33798596:33798596	NM_007343
9:33799026:33799026	NM_007343
9:33799043:33799043	NM_007343
9:33799163:33799163	NM_007343
9:33927899:33927899	NM_018449
9:33941759:33941759	NM_018449
9:34107504:34107504	NM_015397
9:34397545:34397545	NM_032596
9:34627940:34627940	NM_001017363
9:34723744:34723744	NM_001141917
9:34724059:34724059	NM_001141917
9:34724786:34724786	NM_001141917
9:34724796:34724796	NM_001141917
9:34725368:34725368	NM_001141917
9:34725742:34725742	NM_001141917
9:34726671:34726671	NM_001141917
9:35043291:35043291	NM_001040411
9:35546735:35546735	NM_001135999
9:35555458:35555458	NM_001135999
9:35562549:35562549	NM_001164310
9:35683240:35683240	NM_003289
9:35705759:35705759	NM_006289
9:35712003:35712003	NM_006289
9:35792423:35792423	NM_003995
9:35802583:35802583	NM_003995
9:35826038:35826038	NM_001012446
9:35826058:35826058	NM_001012446
9:35870001:35870001	NM_001004487
9:35870225:35870225	NM_001004487
9:36105264:36105264	NM_021111
9:36110063:36110063	NM_021111
9:36840623:36840623	NM_001280550
9:37429814:37429814	NM_012203
9:37441313:37441313	NM_014872
9:37441650:37441650	NM_014872
9:37441808:37441808	NM_014872
9:37489378:37489378	NM_022490
9:37503124:37503124	NM_022490
9:37537557:37537557	NM_012166
9:37735680:37735680	NM_014907
9:37740637:37740637	NM_014907
9:37888101:37888101	NM_033412
9:37948724:37948724	NM_003028
9:37974743:37974743	NM_003028
9:38068532:38068532	NM_003028
9:38395940:38395940	NM_000692
9:38396065:38396065	NM_000692
9:38396502:38396502	NM_000692
9:38588602:38588602	NM_147195
9:38595886:38595886	NM_147195
9:38615698:38615698	NM_147195
